date,title,
2018-05-01,"Nike Air Max 98 Tiger Camo: Release Date, Price & More Info",
2018-05-01,Facebook and Nike just gave hypebeasts a reason to use ---,
2018-05-01,Difficult Lessons in Transparency from Nike and The NY Times,
2018-05-01,"Nike Air Max 95 ""Breathe"" Pack: Release Date, Price & More",
2018-05-01,"NIKE, Inc- Announces Rosemary St- Clair as new VP, GM of ---",
2018-05-01,Nike and Adidas are steadily ditching China for Vietnam to make their sneakers,
2018-05-01,"The Nike BETRUE 2018 Collection: Reclaiming the Past, Empowering the Future",
2018-05-01,What's New (and Old) about the Nike Air Zoom Pegasus 35,
2018-05-01,5 More Nike Executives Are Out Amid Inquiry Into Harassment Allegations,
2018-05-01,A Place In The Sun,
2018-05-01,Nike CEO Apologizes for Corporate Culture That Excluded Some Staff,
2018-05-01,Nike Rounds Out Trio Of Bold Retros With The Air Trainer 1,
2018-05-01,Nike's #MeToo moment shows how 'legal' harassment can lead to illegal discrimination,
2018-05-01,"Puma is ""Forgoing Independent Innovation"" and Instead, Just ---",
2018-05-01,Louis Vuitton and Nike ranked as the most valuable fashion ---,
2018-05-01,The N-F-L- and Nike Make Room for Fanatics,
2018-05-01,"Take Note, Nike And Adidas: Lululemon May Become A Real ---",
2018-05-01,Nike Product Design Star Wilson Smith Receives College of ---,
2018-05-01,Five more executives fired as Nike confronts workplace harassment,
2018-05-01,Want a Way to Be the Most Extra This Summer? Nike's Got You Covered with These Fanny Pack Slides,
2018-05-01,Nike Offers Select Shoppers Invites to Cop Virgil Abloh?ôs Air Jordan 1 ?úUNC??,
2018-05-01,Nike?ôs C-E-O- Vows Changes After Claims of Workplace Harassment and Bias,
2018-05-01,"Rockford native, fashion superstar Virgil Abloh and Nike send gift to Boylan",
2018-05-01,How Nike created a buzz in the suburbs of Paris,
2018-05-01,Gradient Swoosh Logos Appear On The Next Nike PG 2 Release,
2018-05-01,"Nike Air 2018 ""On Air"" Contest ??Meet The Winners",
2018-05-01,Nike Sees Executive Departures In Harassment Reckoning,
2018-06-01,"Nike cuts ties with Iran's World Cup team, citing U-S- sanctions",
2018-06-01,Iran coach Queiroz demands apology as Nike refuse to supply World Cup boots,
2018-06-01,FIFA World Cup: Nike refuses to provide shoes to Iranian team,
2018-06-01,"NIKE, Inc- Reports Fiscal 2018 Fourth Quarter and Full Year ---",
2018-06-01,Nike surges after beating on earnings and announcing $15 billion in buybacks (NKE),
2018-06-01,Nigeria's World Cup kit has sold out - Nike,
2018-06-01,Expressions of Football,
2018-06-01,"Adidas, Nike urged to ensure fair wages for Asian workers making World Cup kits",
2018-06-01,Jordan Brand Fall 2018 Preview,
2018-06-01,Tensions rise at the World Cup as Nike refuses to supply Iranian players with cleats,
2018-06-01,Nike apologizes after Naval Academy asks firm to stop copying its crest to sell sneakers,
2018-06-01,Navy accuses Nike of trademark infringement over new crest logo,
2018-06-01,Nike responds to Naval Academy about using logo resembling crest,
2018-06-01,Adidas and Nike go head to head at the World Cup- Who will win?,
2018-06-01,"Kick off the World Cup with Nike, Adidas, Budweiser, and more",
2018-06-01,"Adidas, Nike Again Dominate World Cup",
2018-06-01,Roger Federer Reportedly Leaves Nike for Uniqlo (and Stacks of Cash),
2018-06-01,Nike Posts Growth in Home Market,
2018-06-01,Nike Q4/FY18 Earnings: By the Numbers,
2018-06-01,"A History of the Nike Air Monarch, Told Through 3 Ideas (And 1 Dad)",
2018-06-01,NKE: Nike Inc (NKE) Earnings Could Be a Turning Point,
2018-06-01,The Nike Sneakers We Can't Believe Aren't Sold Out,
2018-06-01,Nigerian World Cup jersey sells out after a record 3 million people try to pre-order it from Nike,
2018-06-01,Nike will not outfit Iranian World Cup team due to sanctions,
2018-06-01,"Rudimentary Process, Sophisticated Result: The Nike React Element 87",
2018-06-01,Nike drops clothing line after US Naval Academy claims ---,
2018-06-01,Nike's Future Series Rethinks Sneaker Innovation for Young ---,
2018-06-01,"Nike Air Monarch IV ""Weekend Campout"": Release Date & More Info",
2018-06-01,"Nike's Air Max 270, VaporMax, and Epic React are boosting its US sales",
2018-06-01,Kevin Durant Goes California Casual,
2018-06-01,Nike Blesses NBA Champion Golden State Warriors With Epic React PEs,
2018-06-01,Nike Officially Introduces Kevin Durant's 11th Signature Sneaker,
2018-06-01,Nike is winning over new customers and it could 'dramatically increase prices' (NKE),
2018-06-01,Nike's China Exposure in Focus Ahead of Earnings,
2018-06-01,Nike's new fanny pack slides: convenient shoe storage or ---,
2018-06-01,Nike cofounder Phil Knight breaks his silence on Hayward Field renovation,
2018-06-01,Iran fans have dig at Nike: ?úWe just did it without you??,
2018-06-01,Nike's Air Force 1 Jester Is an OFF-WHITE-Inspired Pair,
2018-06-01,Nike: Have Investors Left Their ?òSkepticism??Behind?,
2018-06-01,"Nike's Air Max 270 Gets Suited in ""Light Grey""",
2018-06-01,This Supreme x Nike Sneaker Is Literally Lit,
2018-06-01,Marvin Bagley III expected to snub Nike and sign 5-year shoe deal with Puma,
2018-06-01,"Nike's Air Max 90 Returns in An All-Over ""Air Max"" Makeover",
2018-06-01,Sport Town closing downtown as Nike Store opens,
2018-06-01,WM: These football shoes are worn by the German national ---,
2018-06-01,"Nike Air Force 1 ""Just Do It"": Release Date, Price, & More Info",
2018-06-01,Nike tells Iran?ôs World Cup team to find other shoes,
2018-06-01,"Take Note, Nike And Adidas: Lululemon May Become A Real ---",
2018-07-01,New Nike Live Concept Store Unites Digital and Physical Retail,
2018-07-01,3 Ways the Nike App at Retail Steps Up Your Shopping ---,
2018-07-01,Nike just opened a brand-new store that could change sneaker buying forever - Business Insider,
2018-07-01,Nike to Adjust Pay for Thousands of Staffers After Internal Review,
2018-07-01,"Nike is about to give 7,000 employees raises",
2018-07-01,Zero Doubt: NikeCourt's Newest Shoe Transitions Tennis Into Its New Era,
2018-07-01,"NIKE, Inc- Names New Chief Sustainability Officer",
2018-07-01,A quick look at Nike's new Air Max 720s,
2018-07-01,"Cathleen Benko Joins NIKE, Inc- Board of Directors",
2018-07-01,Nike combine digital features with a unique physical ---,
2018-07-01,Nike Is Leveraging Data to Create Local Culture-Specific Retail Locations,
2018-07-01,Meet the Nike Zoom Pegasus Turbo,
2018-07-01,LNDR celebrates copyright win over Nike's ¬£10m Londoner ad,
2018-07-01,How Nike is using its app to improve the in-store experience for shoppers,
2018-07-01,Roger Federer lost 'RF' logo when he left Nike ??but he wants it back - Business Insider,
2018-07-01,Back to the Future shoe sells for nearly $100k,
2018-07-01,"Under Armour?ôs Top Marketing Executive Is Headed to Nike, Sources Say",
2018-07-01,Nike Says Its $250 Running Shoes Will Make You Run Much ---,
2018-07-01,How regional Mexican brand Charly overtook Nike and ---,
2018-07-01,"Was the World Cup a scoreless draw for Nike, Adidas & Puma?",
2018-07-01,"Nike x Vogue Launch AWOK Air Jordans, Inspired by Anna Wintour",
2018-07-01,Nike Sport Pack,
2018-07-01,"The real World Cup final isn't France vs- Croatia, it's Nike vs- Adidas",
2018-07-01,Netflix 'Shoe Dog' biopic will focus on Nike's Phil Knight,
2018-07-01,Parra Brings Dutch Dynamics to the Air Max 1 and Zoom ---,
2018-07-01,Nike Crown League generating plenty of hoops buzz in Toronto,
2018-07-01,Nike on track to beat Adidas in World Cup sponsorship battle,
2018-07-01,"Better Buy: Nike, Inc- vs- Skechers",
2018-07-01,The 10 sneakers Nike says are its best sellers this July - Business Insider,
2018-07-01,Nike ?úOn Air??Design Competition Samples: A Closer Look,
2018-07-01,Nike?ôs Pairing Of Camo And Floral Prints Arrives On Three Air Max Models For Women,
2018-07-01,Nike's plan to survive retail?ôs existential crisis: Go direct to consumers,
2018-07-01,Nike beats Adidas to win FIFA World Cup 2018,
2018-07-01,Off-White?ôs Nike Air Presto Is Back and More Hyped Than Ever,
2018-07-01,What happens when a former Nike and Yeezy creator starts a creative agency,
2018-07-01,Nike Air Max Deluxe OG: A Closer Look at the Design,
2018-07-01,Nike claims World Cup marketing crown despite not being an ---,
2018-07-01,"Nike Air Force 1 & Air Max 1 ""1-100"" Pack: Release, Price, & Info",
2018-07-01,Nike Box MSK / KOSMOS architects + Strelka KB,
2018-07-01,"Nike splits with other Oregon businesses, kills 'corporate ---",
2018-07-01,"Yes, Nike's $250 Vaporfly shoes really can make you faster",
2018-07-01,First Look At The Nike On Air Winning Air Max Designs ---,
2018-07-01,New Nike Air Zoom Pegasus 35 | Best Training Shoes,
2018-07-01,Parra Explains His Latest Sneaker Collaboration with Nike,
2018-07-01,Russell Wilson revealing new Nike shoe at ESPYs,
2018-07-01,Manchester City's Away Kits Recall a Watershed Moment,
2018-07-01,How Nike's Move On Equal Pay Could Point To Future Market Success,
2018-07-01,Nike needs ?òreal??people ??not just Serena Williams ??to sell to women,
2018-08-01,Nike hit with lawsuit from four women who allege gender discrimination,
2018-08-01,"Ex-Employees Sue Nike, Alleging Gender Discrimination",
2018-08-01,Class-action lawsuit on Nike: 'where women are devalued and ---,
2018-08-01,"Hundreds of Thousands of Fake Nike Air Jordans Smuggled Into New York, New Jersey: Prosecutors",
2018-08-01,Nike closes stores in South Africa following outcry over racist post,
2018-08-01,virgil abloh designs NIKE 'queen collection' for serena williams,
2018-08-01,Nike: It Looks like One of the ?òHighest Growth Consumer Names??,
2018-08-01,Nike removes balaclava accused of 'targeting gun culture',
2018-08-01,"Clemson extends Nike partnership with 10-year, $58 million deal",
2018-08-01,"Nike's new, high-tech store takes a page out of Walmart's and Target's playbook - Business Insider",
2018-08-01,Nike lawsuit: Women file gender pay discrimination lawsuit against Nike,
2018-08-01,Why Nike's Hot Stock May Fall By 10%,
2018-08-01,Nike Inc (NKE) Stock Is Putting Its Best Foot Forward | Stock ---,
2018-08-01,Nike won't renew its contract with Jameis Winston,
2018-08-01,Nike gives $25000 to Kate Brown's re-election campaign,
2018-08-01,Scots react hilariously to Nike?ôs latest Air Max trainers design as sports giant names new hiking sneakers ??,
2018-08-01,Nike Sport Pack,
2018-08-01,Take a first look at Skepta and Nike?ôs next footwear collaboration,
2018-08-01,Nike to face lawsuit around pay inequity at US head office,
2018-08-01,Sweet Overwatch hero-inspired Nike shoes shown at fan event,
2018-08-01,NKE: Nike Inc (NKE) Slapped With Gender Discrimination ---,
2018-08-01,The Nike SNEAKRS Anniversary Re-Stock Is Now Sold Out,
2018-08-01,Nike Unveils Air Max Edition Inspired by the Centre Pompidou,
2018-08-01,Nike slammed for profiting from ?ògang culture??after marketing a balaclava worn by a black model,
2018-08-01,North Korean players seen in sanctioned Nike shoes,
2018-08-01,The Shoe Surgeon Gifts LeBron James $100K Nike LeBron 15,
2018-08-01,How the Value of Virgil Abloh's Nikes Has Changed Over Time,
2018-08-01,deconstructed sneakers exhibition in seoul displays exploded ---,
2018-08-01,"Nike shares rise as retailer is seen taking market share from Adidas, Foot Locker",
2018-08-01,Nike Legend React Review | Best Lightweight Running Shoes,
2018-08-01,"Nike's latest from Kyrie Irving: Lucky Charms, Kix and Cinnamon Toast Crunch sneakers",
2018-08-01,"Dr- Woo's Second Converse Collaboration Delivers ""Wear to Reveal"" Promise",
2018-08-01,"""Retail is not dead, but boring retail is dead"" according to Nike",
2018-08-01,Athletics: Kenya's Okeyo banned for life for taking Nike money,
2018-08-01,Nike turns Chicago church into a basketball HQ,
2018-08-01,Save an extra 20% on select summer styles during Nike's summer clearance sale - Business Insider,
2018-08-01,Nike Closes South African Stores After Racist Video Goes Viral | News & Analysis | BoF,
2018-08-01,Nike once released sick special-edition sneakers for all 32 NFL teams : Nike once released sick special-e--,
2018-08-01,LeBron James Donates Nike LeBron 15 ?úEquality??To The Smithsonian,
2018-08-01,Justin Timberlake Talks Man of the Woods Inspired Air Jordan ---,
2018-08-01,"A Truckload of Nike Shoes, Left as ?òBait,??Stings Chicago",
2018-08-01,Nike adapts super-fast marathon shoe for everyday wear,
2018-08-01,Where To Buy Serena Williams' Nike Collection Because It's ---,
2018-08-01,10th Annual Nike Basketball 3ON3 Tournament at L-A- LIVE ---,
2018-08-01,"Complaint: Kate Brown's initiative deal with Nike, unions was ---",
2018-08-01,Nike?ôs new Kobe A-D- signature shoe has dropped,
2018-08-01,Video: police left ?úbait truck??with Nike shoes in Chicago neighborhood,
2018-08-01,Would You Wear the Same Outfit From the Gym to the Club? Nike Is Betting On It,
2018-08-01,Nike Air Jordan IV ?úRaptors?? Buy Them Here Today,
2018-09-01,Nike's ad with football player Colin Kaepernick creates controversy,
2018-09-01,Nike's courageous new ad campaign mixing racial politics with sport will be vindicated,
2018-09-01,Nike makes ?òtaking a knee??quarterback face of its ad campaign,
2018-09-01,"Nike, Colin Kaepernick and the pitfalls of 'woke' corporate branding",
2018-09-01,Consumers split over impact of Nike's Colin Kaepernick ---,
2018-09-01,Nike stock price reaches all-time high after Colin Kaepernick ad,
2018-09-01,Nike's Kaepernick campaign signals change in shoe politics,
2018-09-01,Why Is Nike Working With Colin Kaepernick?,
2018-09-01,Lock-In and Prepare to Fly with the Air Jordan XXXIII,
2018-09-01,"NIKE, Inc- Reports Fiscal 2019 First Quarter Results",
2018-09-01,North Smithfield approves resolution for Nike boycott,
2018-09-01,"Anti-Nike Policy Passes in North Smithfield, Sparks Strong ---",
2018-09-01,Rhode Island town council joins others boycotting Nike,
2018-09-01,"Nike, far from burned by Colin Kaepernick ad, sees share price hit all-time high",
2018-09-01,Nike stock closes at all-time high in aftermath of Colin Kaepernick ad campaign,
2018-09-01,How Nike reframed brand purpose in the age of social ---,
2018-09-01,New Nike Air Max 720 revealed,
2018-09-01,Jordan Brand and Paris Saint-Germain Combine for a Football ---,
2018-09-01,Some people may hate Nike's risky marketing campaigns ??but the brand keeps adding billions to its bottom line,
2018-09-01,A mayor in Louisiana bans his city's recreation facilities from buying or using Nike products,
2018-09-01,Why other brands will follow Nike into social justice,
2018-09-01,Did the National Association of Police Organizations Call for a ---,
2018-09-01,Nike Outrage a Continuation of the Anti-Blackness That ---,
2018-09-01,Nike and Virgil Abloh Debut New Track and Field-Inspired ---,
2018-09-01,Colin Kaepernick is Nike's $6 billion man,
2018-09-01,LeBron James says in Kaepernick reference: I stand with Nike,
2018-09-01,A mayor in Louisiana rescinds a city's ban on Nike products,
2018-09-01,Designing Jordan Brand's Future,
2018-09-01,Nike releases its first NFC-enabled soccer kit for Chelsea FC,
2018-09-01,How a Beatles song about 'revolution' helped Nike become a billion dollar brand,
2018-09-01,Jordan Women's Holiday 2018,
2018-09-01,Amazon is giving Nike a run for its money in sneaker sales,
2018-09-01,Nike profit tops targets but margins disappoint some,
2018-09-01,Jim Carrey Wears Nikes In Support of Kaepernick,
2018-09-01,?òJust Do It?? The surprising and morbid origin story of Nike?ôs slogan,
2018-09-01,Nike & Kaepernick Prove There's No Such Thing as Bad ---,
2018-09-01,Modern corporate social activism looks like Nike's Kaepernick ad,
2018-09-01,Nike has donated three times as much money to Republicans as Democrats this year,
2018-09-01,North Smithfield Town Council OKs resolution seeking Nike ban | Poll,
2018-09-01,"These 24-karat gold Nike LeBron sneakers are worth over $100,000 ??take a look",
2018-09-01,UPDATE: Big Dog Ranch Rescue now says Nikes OK,
2018-09-01,"Nike and Wizkid Celebrate Surulere, Lagos, Nigeria",
2018-09-01,What's next for Tennessee's state-funded schools with Nike ---,
2018-09-01,Fired Nike sales rep sent to prison for fraud,
2018-09-01,Bill Belichick isn?ôt shy about his love for his new puppy,
2018-09-01,Nike is trading back up to its pre-Kaepernick sell-off level ??here's the next move,
2018-09-01,Roger Federer explains REAL reason for Nike split after Uniqlo switch,
2018-09-01,Portland Ad Agency Wieden + Kennedy Reportedly Pressured ---,
2018-09-01,What Are Nike's Key Growth Drivers in Fiscal 2019?,
2018-10-01,Sponsors EA and Nike say concerned about Ronaldo rape claims,
2018-10-01,Nike concerned by Ronaldo rape claim but Juventus back 'great champion',
2018-10-01,The 15-year journey of Cristiano Ronaldo's Nike boot agreement,
2018-10-01,Sponsors EA and Nike say they are concerned about Ronaldo rape claims,
2018-10-01,Nike expresses concern over Ronaldo rape claim,
2018-10-01,Nike has a big decision to make' ??how sponsors are handling ---,
2018-10-01,Union x Air Jordan 1 Official Images and Release Date,
2018-10-01,Nike's Phil Knight gives another $1M to Buehler campaign for ---,
2018-10-01,Nike signs Oregon runner as first pro athlete with cerebral palsy - Business Insider,
2018-10-01,Simone Biles upset over USA Gymnastics CEO's anti-Nike tweet,
2018-10-01,NBA City Edition Uniforms 2018-19,
2018-10-01,Nike Kyrie 5,
2018-10-01,Jordan Women's Holiday 2018,
2018-10-01,Nike to Outperform on ?òTechnological Evolution?? Oppenheimer,
2018-10-01,Mary Bono out as USA Gymnastics CEO following anti-Nike tweet aimed at Colin Kaepernick,
2018-10-01,These New Kicks from Pendleton and Nike Are Perfect for Fall,
2018-10-01,"Nike and US Olympic Committee Launch Free, Online ---",
2018-10-01,Nike names League of Legends gamer as first esports ambassador,
2018-10-01,This Nike Air More Money Resembles A Bar Of Gold,
2018-10-01,Why Nike Stock Fell Wednesday,
2018-10-01,Nike Have Signed Their First Athlete With Cerebral Palsy,
2018-10-01,Nike Air Force 1 2018,
2018-10-01,Kendrick Lamar Nike Cortez House Shoe,
2018-10-01,Nike Enlarges Safari Print For This Unique Air Max 95,
2018-10-01,Nike?ôs Air Max 270 Bowfin ?úTriple Black??Is Out Now,
2018-10-01,Oregon cross-country runner with cerebral palsy signs with Nike,
2018-10-01,Applications of Nike Flyleather,
2018-10-01,Nike Signs Endorsement Deal with RNG Player Uzi,
2018-10-01,Nike store to target younger consumers,
2018-10-01,Phil Knight Just Gave $1 Billion of Nike Shares to Philanthropy,
2018-10-01,Nike's Air Max 720 steps toward the future,
2018-10-01,Running Shoe Reviews: Nike Zoom Fly FK,
2018-10-01,Andres Iniesta switches from Nike to Asics in a multi-year ---,
2018-10-01,"Union County, Arkansas sheriff pushes back on Nike shirt claims from activist",
2018-10-01,Jordan Brand 2018 Holiday Releases,
2018-10-01,Nike's 3D printed elite shoe preparing for a wider release,
2018-10-01,Tom Sachs Mars Yard Overshoe,
2018-10-01,Runner Justin Gallegos becomes Nike?ôs first athlete with cerebral palsy,
2018-10-01,Nike's new $50 Colin Kaepernick t-shirt sells out in less than a day,
2018-10-01,Opinion | Can brands in India ?òJust do it??like Nike did in US?,
2018-10-01,What fans told their college programs after Nike launched Colin Kaepernick ad campaign,
2018-10-01,"Sorry, You Can't Have a Nike Moment (But Here's What You ---",
2018-10-01,Nike Made $6 Billion From That Colin Kaepernick Ad- Here's What All Brands Can Learn-,
2018-10-01,Nike?ôs backing of Colin Kaepernick a welcome return of corporate---,
2018-10-01,The Nike Flyknit 4% is Available Right Now ??Get it While ---,
2018-10-01,"Google Shopping Partners With Nike, Best Buy, Sephora",
2018-10-01,Nike Zoom Fly Flyknit Review - Nike Running Shoes,
2018-10-01,These are the 10 clothing brands teens are obsessed with right now - Business Insider,
2018-10-01,University of Oregon unveils Jordan/Nike collaboration,
2018-11-01,Inside Nike's Store of the Future,
2018-11-01,"Nike is opening a 68,000-square-foot flagship store of the future in New York City - Business Insider",
2018-11-01,Nike Air Force 1 Visual History,
2018-11-01,"NIKE, Inc- Names Craig A- Williams President of Jordan Brand",
2018-11-01,"NIKE, Inc- Names New Leaders for Asia Pacific and Latin ---",
2018-11-01,"Nike Air Max Plus 97 ""305"" | HYPEBEAST",
2018-11-01,NBA City Edition Uniforms 2018-19,
2018-11-01,Nike LeBron 16 ?úI Promise??,
2018-11-01,Nike Kyrie 5,
2018-11-01,Jerry Lorenzo Nike Air Fear of God,
2018-11-01,Jerry Lorenzo Wants to Bring Raw Emotion Back to Nike Basketball,
2018-11-01,A Look at Jerry Lorenzo?ôs Nike Air Fear of God Collaboration,
2018-11-01,Official Images: Nike LeBron 16 I'm King ??KicksOnFire-com,
2018-11-01,Official Images: Nike Air Max Plus 97 Black Reflective ---,
2018-11-01,Nike x Doernbecher Freestyle 2018,
2018-11-01,Why Nike Is Up 21% in 2018,
2018-11-01,"Nike store in NYC opens with futuristic tech, huge collection - Business Insider",
2018-11-01,Air Jordan 11 Concord Official Release Date and Images,
2018-11-01,"John W- Rogers, Jr- Joins NIKE, Inc- Board of Directors",
2018-11-01,New Nike Air Max 97/BW Colorways Are On The Way ---,
2018-11-01,The Nike Air Max 97 BW Returns In Exciting New Colorways,
2018-11-01,Nike are Doubling Up the Swooshes on an Upcoming Air Max Plus ?úOverbranding??Model,
2018-11-01,Nike REACT LW WR MID ISPA,
2018-11-01,Nike Partners With England Netball,
2018-11-01,Concepts x KYRIE 5 Ikhet,
2018-11-01,Nike uses AR to tease its biggest Jordan launch of the year,
2018-11-01,"Nike NYC flagship store offers interactive, digital shopping ---",
2018-11-01,Check Out This Nike Air Zoom Spiridon With Extra Branding,
2018-11-01,Why Nike Stock Lost 11% in October,
2018-11-01,Nike's new NYC store raises the bar for customized shopping ---,
2018-11-01,How Do Nike's Vaporfly 4% Shoes Actually Work? | Outside ---,
2018-11-01,Nike Coats the Air Max 97 in Red Leather and Leopard Print,
2018-11-01,Nike's New Air Max 97 Is a Sweet Pumpkin Spice Treat,
2018-11-01,Nike Sock Supplier Plans Biggest Pakistan Private Sector IPO,
2018-11-01,Nike's 3D printed elite shoe preparing for a wider release,
2018-11-01,"Jet-com lures Nike and Bonobos, launches custom brand ?òshops??on the marketplace",
2018-11-01,Nike Premier League Partnership,
2018-11-01,An In-Depth Look at Jerry Lorenzo's Nike Air Fear of God ---,
2018-11-01,"NFF signs new, improved contract with NIKE",
2018-11-01,"Nike Air Force 1 ""Wheat"" | Where to Buy Online",
2018-11-01,Nike files for smart garment patents,
2018-11-01,Nike x Ambush Collection,
2018-11-01,Nike's The Fenom Effect Podcast,
2018-11-01,Nike Off-White Release | Nike The Ten Zoom Fly,
2018-11-01,Check Out The Nike Air Max 95 Infrared Black ??KicksOnFire-com,
2018-11-01,NikeLab ACG Holiday 2018,
2018-11-01,Nike's New Dubai Store: Find Out About the Location Here,
2018-11-01,Nike's new PlayStation sneakers pay homage to Sony's ---,
2018-12-01,"Nike sales booming after Colin Kaepernick ad, invalidating critics",
2018-12-01,Nike reports stellar earnings on heels of Kaepernick campaign,
2018-12-01,"Nike crushes earnings expectations, helped by strong online sales, shares surge",
2018-12-01,What's New (and Old) About the Nike Air Vapormax 2019,
2018-12-01,Will a $350 Nike shoe make you a better basketball player?,
2018-12-01,"Nike says it's going to make cooler, cheaper sneakers as sales soar - Business Insider",
2018-12-01,"NIKE, INC- Reports Fiscal 2019 Second Quarter Results",
2018-12-01,Nike tops forecasts as direct-to-consumer strategy pays off,
2018-12-01,"Over 9,000 counterfeit Nikes seized in New York",
2018-12-01,"Nike stock rallies after company beats quarterly revenue, profit expectations",
2018-12-01,Nike?ôs self-lacing shoes to return in 2019 at a more affordable price,
2018-12-01,"Nike cuts price of its self-lacing shoes, but they're still not cheap",
2018-12-01,Nike's first self-lacing basketball shoes go on sale in 2019 for $350,
2018-12-01,Nike just did it and upgraded its employees,
2018-12-01,Jewel Swoosh Branding Lands On The Nike Air Max 1 ---,
2018-12-01,Nike is Ad Age's Marketer of the Year for 2018,
2018-12-01,20 companies dominate the world's fashion industry- Here's who makes the list- - Business Insider,
2018-12-01,Nike gave us a glimpse into the store of the future this year - Business Insider,
2018-12-01,"Nike Management Talks Digital Sales, Growth Opportunities, and More",
2018-12-01,Nike is making its first men's yoga collection ??and Lululemon should be terrified - Business Insider,
2018-12-01,How Nike took over the NBA sneaker game,
2018-12-01,11 styles from Nike's huge holiday clearance sale that you shouldn't overlook - Business Insider,
2018-12-01,"Nike Engineering a Rebound for Jordan Brand | BoF Professional, The Week Ahead",
2018-12-01,"NIKE, Inc- Names Heidi O'Neill To An Expanded Role As ---",
2018-12-01,How Women Made The Nike Air Max 97 Popular Again,
2018-12-01,Colin Kaepernick scored with Nike- So why can?ôt he score with the NFL?,
2018-12-01,"Nike, Dick?ôs Sporting Goods, and other brands got political in 2018",
2018-12-01,"Nike Air Force 1 ?úShearling?? Release Date, Price & More",
2018-12-01,Nike Air VaporMax Releases | New Nike Shoes 2018,
2018-12-01,Nike (NKE) Stock Falls the Most Since October,
2018-12-01,Off-White x Nike Air Force 1 Low Releasing In December,
2018-12-01,Nike Earnings: What to Watch,
2018-12-01,Woke washing: what happens when marketing communications don't match corporate practice,
2018-12-01,Nike Innovations and Products of the Year,
2018-12-01,Everywhere In Australia You Can Cop This Week's Nike x Off ---,
2018-12-01,"Nike to open in Columbia, Maryland - Washington",
2018-12-01,"Stocks making the biggest moves after hours: Nike, CalAmp and more",
2018-12-01,Nike's Air Max team gave Thabo Sefolosha two custom Air Max 90s,
2018-12-01,Nike Crushes Expectations With Broad-Based Growth,
2018-12-01,Nike Vaporfly 4% Shoe May Make Some Run Faster,
2018-12-01,"More Than $1-6 Million in Fake Nike Sneakers Smuggled Into NY, NJ",
2018-12-01,How to Get 3 of Nike's Best Running Shoes at an All-Time Low,
2018-12-01,Nike Chinese New Year Collection 2019,
2018-12-01,UNC Announces $60 Million Extension With Nike,
2018-12-01,Meet Nike's New Diversity and Inclusion Executive,
2018-12-01,"Nike, Trail Blazers unveil new all red 'Earned' uniforms",
2018-12-01,Rookwood Commons Nike Outlet store closed,
2018-12-01,The Nike Air Fear of God 1 Is an All-Star Shoe for Sixth Men Everywhere,
2018-12-01,Nike's Self-Lacing HyperAdapt Sneakers Are Returning In 2019,
2019-01-01,Introducing the Nike Adapt BB,
2019-01-01,Nike teases self-lacing shoes you can control from your phone,
2019-01-01,Nike's phone-controlled self-lacing trainers,
2019-01-01,Nike Air Max 270 criticized by Muslims over Arabic script - Business Insider,
2019-01-01,Nike Faces Demand to Recall Sneakers as Muslims Object to Design,
2019-01-01,Muslims petition Nike to recall 'offensive' Air Max sneaker,
2019-01-01,Nike is being investigated for possible fiscal benefits in the ---,
2019-01-01,Nike and Jordan Brand's 2019 NBA All-Star Footwear Drops,
2019-01-01,"Ubiquitous Swoosh: New deal makes Nike official uniform supplier for NFL, NBA, MLB",
2019-01-01,NIKE unveils green 'grass sneaker' with latest air max 1 golf ---,
2019-01-01,Nike?ôs auto-laced future,
2019-01-01,Nike?ôs new shoes are self-lacing and must be charged like a goddamn cell phone,
2019-01-01,"Nike has a monster rally ahead as it appears to be solving biggest problem, analyst says (NKE)",
2019-01-01,Nike Black History Month Collection 2019,
2019-01-01,"Nike stock upgraded by Cowen, says it expects a 13% gain",
2019-01-01,How to Get the Nike Air Max 720,
2019-01-01,Will Nike Raise Its Dividend in 2019?,
2019-01-01,Grass shoes?ïNike to launch golf course-inspired sneakers,
2019-01-01,Thousands sign petition to recall Nike shoes that appear to ---,
2019-01-01,"Nike Air Max2 Light ""University Gold"": Release Date & More Info",
2019-01-01,The Nike Air Safari ?úAtmos??Returns With Blue Suede,
2019-01-01,The A-COLD-WALL* x Nike Air Force 1 Is Set for a Re-Release,
2019-01-01,PG3 Nike,
2019-01-01,Puma Teases Self-Lacing Sneaker to Compete With Nike's,
2019-01-01,EU opens investigation of Nike's tax treatment,
2019-01-01,Nike Zoom Fly Flyknit Running Shoe Review,
2019-01-01,2 thoughts on ?úNike the 'tick python': Full recovery is hopeful??,
2019-01-01,Nike's new yoga collection has a key advantage that should worry Lululemon - Business Insider,
2019-01-01,The college football championship is Nike-Nike for the 5th year in a row,
2019-01-01,Fanatics And Nike Increase Domination of Sports Licensing,
2019-01-01,The Nike Blazer Is Already Having a Big Year,
2019-01-01,Nike Presents A Racing-Inspired Air Force 1 For All-Star Weekend,
2019-01-01,NASA research center inspires basketball player's new Nike ---,
2019-01-01,Nike Introduces Line Checkout With Upcoming Air Jordan Release,
2019-01-01,Nike Training Yoga Collection And Workouts,
2019-01-01,Nike apologizes over alleged discrimination of special needs ---,
2019-01-01,Nike will debut a new sneaker on Twitch tomorrow,
2019-01-01,Converse Louie Lopez Pro,
