date,title
2018-12-01,What Big Consumer Brands Can Do to Compete in a Digital ...
2018-12-01,P&G invests Sh300 million in water
2018-12-01,P&G deliver United Way HPE an early Christmas gift
2018-12-01,Classic Brands Are Feeling The Crunch Of Changing Shopping Habits
2019-01-01,[INTERVIEW] P&G Ventures scouts for next big thing to sell
2019-01-01,Procter & Gamble goes big on connected beauty for CES 2019
2019-01-01,P&G Joins TerraCycle's Loop ÃÂ¢Ã?ÃÂ an Environmentally Friendly ...
2019-01-01,As P&G in-houses more media should other brands follow suit?
2019-01-01,P&G Ventures to showcase the OptÃÂÃÂ©ÃÂ¢ÃÂÃÂ¢ Precision Skincare ...
2019-01-01,Dentsu's Carat takes majority of P&G media business
2019-01-01,P&G overcomes rising cost pressures with price increases
2019-01-01,P&G Challenges Men to Shave Their ÃÂ¢Ã?ÃÂToxic MasculinityÃÂ¢Ã?ÃÂ in Gillette Ad
2019-01-01,Procter & Gamble introduce DS3 Clean products to eliminate ...
2019-01-01,Procter & Gamble inks toothpaste licensing deal with Burt's Bees
2019-01-01,P&G ad goes viral amid 'toxic masculinity' debate (Video) - Cincinnati Business Courier
2019-01-01,"Procter & Gamble bets on demand for high-end fabric, skin ..."
2019-01-01,CES Briefing: P&GÃÂ¢Ã?ÃÂs Marc Pritchard is focused on cross-platform measurement
2019-01-01,P&G names innovation challenge winner
2019-01-01,P&G takes a page from DTC playbook for its skin-care brands
2019-01-01,"P&G to launch waterless, plastic-free beauty brand DS3"
2019-01-01,Employment approaches 800 at P&G plant; shampoo production underway
2019-01-01,Procter & Gamble erased our freckles with a magic wand at CES 2019
2019-01-01,P&G CEO leads $1B effort to curb plastic pollution
2019-01-01,Major Global Companies Join Alliance to End Plastic Waste
2019-01-01,Industry alliance sets out $1bn to tackle oceans' plastic waste
2019-01-01,P&G executive who worked on ad strategy dies at 61
2019-01-01,P&G executive joins board of regional Federal Reserve Bank
2019-01-01,"We're techy, too! John Deere, Tide-maker P&G making debuts at CES gadget show"
2019-01-01,"P&G Designs 11 Refillable, Reusable Products and ..."
2019-01-01,Procter & Gamble offshoot brand OptÃÂÃÂ© launches high tech ...
2019-01-01,"L'OrÃÂÃÂ©al, P&G and other big brands are hunting for startups at ..."
2019-01-01,Real-world Photoshop: Procter & Gamble debut a handheld device that could replace makeup
2019-01-01,'We Believe': Communicators Weigh In on P&G's Controversial ...
2019-01-01,"P&GÃÂ¢Ã?ÃÂs new air freshener uses ink-jet technology, smartphone app"
2019-01-01,P&G to unveil new products at massive Consumer Electronics Show
2019-01-01,Natural skin care brand Burt's Bees shifts toothpaste ...
2019-01-01,P&G brand director for Walmart joins C-Suite of e-commerce strategy firm
2019-01-01,Sarah Ivey on why P&G's new model spells opportunity
2019-01-01,What Procter & GambleÃÂ¢Ã?ÃÂs Earnings Report Means for EstÃÂÃÂ©e Lauder
2019-01-01,P&G to host first on-site career fair Jan. 31
2019-01-01,P&G's new connected products demonstrate how CPG brands ...
2019-01-01,P&G Tabler Station facility aims to hire 300 in the next 18 months
2019-01-01,How P&G reaches customers trying to avoid ads
2019-01-01,"P&G Marketing Chief Marc Pritchard On Gillette Ad Furor, New Research Revealing Millennial Support"
2019-01-01,Procter & Gamble Invests In Multicultural Future
2019-01-01,P&G Declares Quarterly Dividend
2019-01-01,CES 2019: Embedded consumer tech is killing off advertising ...
2019-01-01,Clean Beauty Can Be A Dirty Business: Beautycounter ...
2019-01-01,CNBC Exclusive: CNBC Transcript: Procter & Gamble CEO David Taylor Speaks with CNBC's Sara Eisen Today
2019-02-01,Coty takes near $1bn writedown on P&G beauty brands
2019-02-01,P&G is testing a Tide-branded laundry service
2019-02-01,Procter & Gamble Supports Worldwide Ban on Cosmetic ...
2019-02-01,P&G Recognizes Top Suppliers Powering Global Supply ...
2019-02-01,Will P&G stock split again soon?
2019-02-01,"P&G Acquires This Is L., One of the Fastest Growing Feminine ..."
2019-02-01,P&G launches female entrepreneur development program in ...
2019-02-01,Does P&G deserve an ÃÂ¢Ã?ÃÂFÃÂ¢Ã?ÃÂ for toilet paper sustainability?
2019-02-01,This P&G Product Is Said To Wipe Away Skin Imperfections In ...
2019-02-01,Aether and Procter & Gamble Begin 3D Printing and AI ...
2019-02-01,P&G to launch electric toothbrush with artificial intelligence
2019-02-01,"National Geographic, P&G and Global Citizen Announce ..."
2019-02-01,P&G stock hits $100
2019-02-01,Nelson Peltz sells $120 million in Procter & Gamble stock
2019-02-01,Procter & Gamble promotes gender equality across IMEA region
2019-02-01,Aether and Procter & Gamble developing advanced AI-driven 3D printing
2019-02-01,Nelson PeltzÃÂ¢Ã?ÃÂs Trian Sells $120 Million in Procter & Gamble Stock
2019-02-01,P&G revitalizes innovation for the digital age
2019-02-01,The three questions P&G's Marc Pritchard asks to drive ...
2019-02-01,Amazon's marketing spend soars to $8.2bn to rival P&G and ...
2019-02-01,P&G Hygiene and Health Care Q3 net down 5% to Rs 124 crore
2019-02-01,Will P&G pay to advertise in Walmart stores?
2019-02-01,P&G expands Braun product line
2019-02-01,FemBeat: P&G Acquires Organic Period Care Startup This Is L.
2019-02-01,P&G products to carry PETA-approved logo - Cincinnati ...
2019-02-01,"P&G expands on-demand laundry, dry cleaning service"
2019-02-01,"P&G invents supplement to support healthy hair, skin and nails"
2019-02-01,P&G ad featuring Super Bowl halftime performer Adam Levine goes viral
2019-02-01,"New Nat Geo, P&G Media Platform to 'ACTIVATE' Solutions to ..."
2019-02-01,Better Buy: Procter & Gamble vs. Unilever
2019-02-01,P&G acquires naturals period brand This is L
2019-02-01,Catalent Receives P&G Award
2019-02-01,Former P&G executive named CEO of rival
2019-02-01,P&G veteran tapped as president of Nintendo of America
2019-02-01,Tide is doubling the size of its laundry store business and students can get washing collected from campus
2019-02-01,Peltz hedge fund sells $119M in P&G stock
2019-02-01,Former P&G executive hired as CEO of American Greetings
2019-02-01,"Rising Trucking Costs Amplify Pressure for P&G, Church ..."
2019-02-01,P&G launches ad campaign focused on U.S. military
2019-02-01,P&G recognizes top suppliers
2019-02-01,Procter & Gamble face Israeli class-action lawsuit regarding ...
2019-02-01,"Walmart hopes to boost ad business by letting P&G, Unilever advertise in stores, online"
2019-02-01,"Sky, Unilever and P&G slash UK traditional ad spend as Brexit ..."
2019-02-01,"P&G launches ad campaign, new products"
2019-02-01,Missing the Forest for the Toilet Paper
2019-02-01,P&G recruits Super Bowl star Tom Brady
2019-03-01,P&G Sets New Goal to Deliver 25 Billion Liters of Clean ...
2019-03-01,"P&G launches plant-based product line, taps TV show for brand name"
2019-03-01,P&G settles lawsuit with UnileverÃ¢?Âs Dollar Shave Club
2019-03-01,P&G launches first new hair care brand in four years
2019-03-01,P&G technology draws interest of NestlÃÂ©
2019-03-01,"Procter & Gamble is latest to take over Inland warehouse, shifting 500-plus Schenker staff"
2019-03-01,P&G launches new Pampers diaper
2019-03-01,P&G releases album of tunes from commercials
2019-03-01,How much will P&G boost its dividend?
2019-03-01,P&G to add 500 employees on West Coast
2019-03-01,P&G invests $8.8M to grow businesses with billion-dollar potential
2019-03-01,P&G launches Ã¢?ÂPureÃ¢?Â dishwashing product
2019-03-01,Is Procter & Gamble getting better with big ideas?
2019-03-01,"P&G manager, Blue Oven Bakery to launch keto bread (Video ..."
2019-03-01,P&G picks Dick Vitale to make call in March Madness ad
2019-03-01,P&G Announces Delisting of Its Shares from Euronext Paris
2019-03-01,P&G to Deliver 25 Billion Liters of Clean Drinking Water
2019-03-01,P&G debuts shampoo bottles made from beach plastic
2019-03-01,P&G director Nelson Peltz tapped as adviser by cannabis firm
2019-03-01,Former P&G executive tapped to help guide Campbell Soup as another P&G veteran departs
2019-03-01,Former P&G executive hired as president of rival Unilever
2019-03-01,P&G executives join Cincinnati brand strategy agency
2019-03-01,"P&G to open 20-plus Tide Cleaners in Cincinnati, with focus on downtown"
2019-03-01,P&G delists shares from European exchange
2019-03-01,Nestl backs P&G's closed-loop solution for plastics
2019-03-01,P&G drafts video game team to boost brand with esports fans
2019-03-01,P&G boosts commitment to clean drinking water
2019-03-01,P&G to invest $12m to grow new Singapore businesses
2019-03-01,P&G sets world record for longest TV commercial
2019-03-01,Wieden is out as Procter & Gamble reviews Secret account
2019-03-01,Former P&G executive hired as global head of sales for cannabis/CBD firm
2019-03-01,P&G partners with national soccer team
2019-03-01,Update: P&G moving around employees to take bite from 500 employee cut in 2020
2019-03-01,Retired P&G Executive Tells Local Business Leaders About ...
2019-03-01,P&G's new agency model tests the limits of cross-shop ...
2019-03-01,P&G funds national recycling program
2019-03-01,P&G launches first retail hair care range for four years: enter ...
2019-03-01,P&G to stage off-Broadway musical
2019-03-01,"P&G IndiaÃ¢?Âs revamped strategy helped clock strong sales, says CEO"
2019-03-01,"Fake Unilever, P&G shampoos seized in Latin America"
2019-03-01,Former P&G executive to help guide company set to acquire fast-growing Cincinnati firm
2019-03-01,Former P&G executive tapped as CEO of Nutty Goodness
2019-03-01,Procter & Gamble 'Equal Pay' ad features soccer players in ...
2019-03-01,Better Buy: Procter & Gamble vs. Kimberly-Clark
2019-03-01,Procter & Gamble: #cargamental by Proximity Madrid | Creative Works
2019-03-01,Walmart International and P&G Combine Efforts to Bring ...
2019-03-01,"Cargill, GM, P&G among group calling for market-ready ..."
2019-03-01,P&G launches new Pampers diaper - Bizwomen
2019-03-01,P&G to invest $12m in growing local businesses
2019-03-01,Procter & Gamble Brings Relief to Residents Affected by ...
2019-04-01,P&G puts Facebook and Google on notice: 'Too much time is spent fixing problems rather than delighting customers'
2019-04-01,"P&G Puts Ad Platforms Like Facebook, Google on Notice"
2019-04-01,Procter & Gamble makes the biggest ask yet of digital media ...
2019-04-01,P&G partners with top Taobao livestream KOL
2019-04-01,P&G Brands Aim to Expand Leadership in Responsible ...
2019-04-01,P&G sees growth opportunities in grooming market despite ...
2019-04-01,Why P&G Ventures May Be A Better Option For Startups Than Traditional VC Firms
2019-04-01,P&G partners to improve palm oil supply chain
2019-04-01,P&G test markets Pepper & Wits - Cincinnati Business Courier
2019-04-01,Procter & Gamble is looking to add more direct-to-consumer brands to its roster
2019-04-01,P&G rolls out new razor brand
2019-04-01,P&GÃ¢?Âs Sales Growth Shows Consumers Will Pay More
2019-04-01,Show of strength? P&G announces 4% dividend increase
2019-04-01,Unilever to buy toothpaste brands from P&G
2019-04-01,Big Firms Can't Innovate: How P&G Ventures Is Dispelling The Myth
2019-04-01,Procter & Gamble Just Raised Its Dividend for the 63rd Consecutive Year
2019-04-01,P & G Brands | Dedicated towards its social responsibilities
2019-04-01,India alleges P&G kept more than $35 mln in tax benefits -source
2019-04-01,P&G veteran joins C-suite of firm that makes everything from cat litter to stuff that dries baseball fields
2019-04-01,P&G releases female-focused docs on Hulu
2019-04-01,Proctor & Gamble and Clorox See Their Fortunes Diverge
2019-04-01,Procter & Gamble plant in Albany named Manufacturer of Year
2019-04-01,"P&G Faces Backlash Over Diaper, Sanitary Waste"
2019-04-01,Find out why your Sunday paper may have been missing the P&G coupon insert
2019-04-01,"A big shift in cloud war between Amazon, Google, Microsoft is coming: P&G top tech exec"
2019-04-01,P&G to participate in pollution summit at sea
2019-04-01,Forget Tide Pods. P&G Bets Water-Free Soap Ã¢?ÂSwatchesÃ¢?Â Are the Future.
2019-04-01,P&G casts tennis legend Serena Williams in commercial
2019-04-01,P&G veteran tapped as president of Ulta Beauty
2019-04-01,"Imitating startups, this P&G brand takes aim at insects"
2019-04-01,P&G snagged in tax dispute
2019-04-01,Procter & Gamble alumni dot the C-suite throughout the Bay Area
2019-04-01,P&G Forms 'Learning Farms' To Help Small Growers Use ...
2019-04-01,P&G social media post featuring plus-size model makes waves
2019-04-01,P&G global litigation director to lead Cincinnati Bar Association
2019-04-01,P&G partners with Vera Bradley on designer shaving products
2019-04-01,P&G launches e-commerce campaign in Southeast Asia
2019-04-01,"P&G ad campaign questions school ban on natural hair color, other restrictions"
2019-04-01,Procter & Gamble's Oxnard Manufacturing Facility Approved ...
2019-04-01,P&G's Singapore Innovation hub is forging stronger bonds ...
2019-04-01,Procter & Gamble's docu-style videos exclusive to Hulu
2019-04-01,"P&G launches water-free soap and detergent, says report"
2019-04-01,P&G and Shopee Partner for 'Stop Bad Hair Day' Regional ...
2019-04-01,P&G Fabric Care makes plastics reduction commitment
2019-04-01,Don't Tell P&G That Brands Don't Matter Anymore
2019-05-01,P&G Joins TerraCycle's Loop Pilot Test in New York Metro Area
2019-05-01,"Sustainability alert: Procter & Gamble, Kroger join Loop pilot test"
2019-05-01,"P&G unveils its largest R&D center in the world. It's in Mason, Ohio."
2019-05-01,Why Procter & Gamble's HQ has a 'wall of failures'
2019-05-01,P&G Stock Could Slip as Rival Razor Makers Combine
2019-05-01,"P&G rolls out organic tampons, pads"
2019-05-01,P&G rolls out $200 razor
2019-05-01,P&G expanding in city
2019-05-01,A Moroccan named CEO at Procter & Gamble
2019-05-01,New U.S. Tariffs Are Bad News for This Plant in Trump Country
2019-05-01,P&G launches new product
2019-05-01,P&G sells piece of Gillette campus for reported $218M
2019-05-01,P&G veteran Bryan Hamilton tapped as marketing chief of Cincinnati Children's - Cincinnati Business Courier
2019-05-01,P&G tops list of 8 Cincinnati firms ranked among largest public companies in world
2019-05-01,P&G Sustains Business by Harnessing Sustainability Values
2019-05-01,P&G renames Merck Limited as Procter & Gamble Health Ltd
2019-05-01,Procter & Gamble looking to add 300 jobs in Berkeley County
2019-05-01,P&G launches market test of reusable packaging
2019-05-01,"As Procter and Gamble closes, others grow"
2019-05-01,P&G again ranks among top companies for diversity
2019-05-01,The Federal Government partners P&G on SMEs empowerment
2019-05-01,Watch: A consumer brandÃ¢?Âs advertisement on education is melting hearts
2019-05-01,Inside P&G's plastics packaging strategy
2019-05-01,P&G exec behind viral Gillette ad talks toxic masculinity
2019-05-01,P&G launches ad campaign linked to new search engine extension
2019-05-01,Viral P&G ad features dad showing transgender son how to shave
2019-05-01,Procter & Gamble Hygiene and Health Care net profit rises 8% in March quarter
2019-05-01,Reuters: Walmart's 1st event pitching ad business draws P&G ...
2019-05-01,Magazine ranks P&G among top 10 companies for multicultural women
2019-05-01,"P&G, Related Beal close on Fort Point land sale next to GE HQ"
2019-05-01,P&G: #AkuPilihMaafIbu by Grey | Creative Works
2019-05-01,P&G Union center near Dayton airport sold for $93 million
2019-05-01,Former P&G executive to help guide rival firm
2019-05-01,'It's a Tide Ad' wins Grand Effie as Procter & Gamble ...
2019-05-01,"Kroger, Walgreens Join P&G, Unilever in Reusable Container ..."
2019-05-01,P&G's Marc Pritchard on 'reinventing' advertising through film ...
2019-05-01,P&G names C-suite executive to head diversity and inclusion
2019-05-01,Former P&G executive hired as CEO of bioscience firm focused on cannabis
2019-05-01,P&G wants recent awards to help strengthen region's economy
2019-05-01,Procter & Gamble teams up with Walmart Canada for Clean ...
2019-05-01,P&G Fabric Care brands commit to reduce plastic packaging ...
2019-05-01,Procter & Gamble to expand with new state-of-the-art center in Mason
2019-05-01,The Case For Selling Procter & Gamble Short
2019-05-01,Pioneering sorting technology: HolyGrail project moves ...
2019-05-01,One 130-year-old Dow stock is having a record-making year
2019-05-01,Procter & Gamble Brings Relief to Residents Affected by Ohio ...
2019-05-01,P&G takes big steps to speed innovation (Video) - Cincinnati ...
2019-05-01,P&G veteran tapped as CFO of KelloggÃ¢?Âs
2019-06-01,'There were powerful men at P&G who didn't want to give ...
2019-06-01,P&G and Tokyo 2020 create first-ever medal podiums made entirely of recycled plastic for upcoming Olympic Games - Olympic News
2019-06-01,P&G Launches New Film Highlighting Its Internal Journey for ...
2019-06-01,Procter & Gamble InventedÃ¢?ÂAnd Plans to Open-Source ...
2019-06-01,Procter & Gamble keeps spending in Russia
2019-06-01,P&G ad strategy signals more pain for big agencies
2019-06-01,P&G CEO Taylor Embraces Sustainability Thinking in C-Suite and Beyond
2019-06-01,"P&G, Henkel, SC Johnson hit for ignoring safety accord"
2019-06-01,Procter & Gamble takes Secret in house as brand team ...
2019-06-01,P&G is testing refillable containers for Olay
2019-06-01,P&G's Olay skin-care brand unveils refillable packaging test to curb plastic waste
2019-06-01,P&G to test market refillable skin care packaging to cut plastic waste
2019-06-01,"Procter & Gamble shows up in force at Lions Health, serving ..."
2019-06-01,P&G Reimagines Creativity to Reinvent Advertising Through ...
2019-06-01,P&G 'Reimagines' Advertising - HAPPI
2019-06-01,Procter and Gamble wants to redefine the word 'black'
2019-06-01,P&G puts focus on reach: It's a more important measure than ...
2019-06-01,Out of the Shadows documents P&G's anti-LGBTQ past and ...
2019-06-01,Want to pitch P&G? Here's your chance
2019-06-01,P&G introduces virtual SK-II brand ambassador Yumi (Video ...
2019-06-01,"Goldman upgrades Procter & Gamble, predicting a 'double-digit' return"
2019-06-01,"P&G expands line of sleep aids, including gummies for kids"
2019-06-01,How P&G and IKEA talk about circularity | Greenbiz
2019-06-01,Ã¢?ÂThe TalkÃ¢?Â Makes Way for Ã¢?ÂThe LookÃ¢?Â in Powerful New P&G Ad Addressing Race in America
2019-06-01,P&G to provide baby changing tables for menÃ¢?Âs restrooms as part of ad campaign
2019-06-01,P&G manager to open restaurant with concept new to Cincinnati
2019-06-01,P&G ramps up Russia investment
2019-06-01,Best of 2019: P&G goes from 'The Talk' to 'The Look' to ...
2019-06-01,P&G stockÃ¢?Âs target price boosted by Goldman Sachs
2019-06-01,Zevo Arrives At P&G - HAPPI
2019-06-01,P&G launches ad campaign targeting racial bias
2019-06-01,Poignant P&G film reveals the struggles its LGBT+ staff faced ...
2019-06-01,"Procter & Gamble isn't so sure about ads anymore, but has ..."
2019-06-01,P&G CEO David Taylor pushes for board diversity (Video ...
2019-06-01,P&G and Tokyo 2020 Announce The Podium Project Ã¢?Â The ...
2019-06-01,P&G: 2020 Olympics Medals Podiums to be Made from Recycled Plastic
2019-06-01,P&G launches Ã¢?ÂDonÃ¢?Ât Hate Me Because IÃ¢?Âm Beautiful LGBTQ+Ã¢?Â ad campaign
2019-06-01,Where Will Procter & Gamble Be in 5 Years?
2019-06-01,"As an LGBTQ+ ally, P&G is navigating the complexities of ..."
2019-06-01,Married P&G managers open high-tech fitness studio in ...
2019-06-01,P&G rolls out clinical study to boost new razor
2019-06-01,"P&G seeks to combat fake, hateful online content"
2019-06-01,P&G commits to cut Ariel packaging by 30%
2019-06-01,P&G Tests Consumer Reaction to Refill Pod for Bestselling ...
2019-06-01,P&G calls on dictionaries to redefine 'black'
2019-06-01,Instagram influencer Sophie Hinchliffe breaks rules with ...
2019-07-01,"How Procter & Gamble is saving water, reducing carbon emissions, and eliminating plastic use one soluble swatch at a time"
2019-07-01,P&G shifts from 'generic demographics' to 'smart audiences'
2019-07-01,P&G launching 'smart' Lumi by Pampers diapers with Google's help (Video) - Cincinnati Business Courier
2019-07-01,P&G rebrands Fairy to Fair to get people talking about ...
2019-07-01,"Under CEO David Taylor, P&G Innovations With A Ã¢?ÂStrong Focus On Noticeable SuperiorityÃ¢?Â"
2019-07-01,"P&G, in Search of New Markets, Is Going After Bugs"
2019-07-01,P&G Posts Strong Sales Even as It Raises Prices
2019-07-01,How P&G Found A 400-Year-Old Renaissance Secret For Making Better Decisions
2019-07-01,P&G takes on water risk Ã¢?Â one drop at a time
2019-07-01,Procter & Gamble Patent Hints at Recyclable Diapers ...
2019-07-01,Procter & Gamble donated $529K to help U.S. womenÃ¢?Âs soccer win equal pay Ã¢?Â while paying some of its U.K. female workers 28.5% less than men
2019-07-01,P&G Eyes Recyclable Diaper Development in Battle Against Waste
2019-07-01,P&G launches new incubated hair-care brand for black women
2019-07-01,Industry insiders share views on P&G's 'The Look' vs 'The Talk'
2019-07-01,P&G tops expectations as organic sales soar
2019-07-01,How P&G and IKEA talk about circularity | Greenbiz
2019-07-01,P&G recalls some razors
2019-07-01,P&G Declares Quarterly Dividend
2019-07-01,P&G CIO Says He Wants to Hire More Women Coders
2019-07-01,USWNT sponsor P&G takes out full-page Times ad to demand ...
2019-07-01,P&G Announces Fourth Quarter and Fiscal Year 2019 Results
2019-07-01,P&G strikes licensing deal for iconic Braun product
2019-07-01,P&G rules out having relationships with just holding companies
2019-07-01,P&G launches new brand of hair care products
2019-07-01,A tense moment between an agency creative and P&G exec ...
2019-07-01,P&G reaches for the sun in trademark application
2019-07-01,P&G executive snapped up by Snapchat
2019-07-01,"Procter & Gamble donates to U.S. women's soccer team, calls for equal pay"
2019-07-01,USWNT Get Half a Million Dollar Raise from Procter & Gamble for Equal Pay
2019-07-01,Procter & Gamble donates $529K to help close US women's soccer team pay gap | TheHill
2019-07-01,P&G ramps up effort to hire people with autism
2019-07-01,"Procter & Gamble, a U.S. soccer sponsor, backs the women's ..."
2019-07-01,P&G joins Japanese alliance against consumer plastic waste
2019-07-01,P&G rebrands Fairy to Fair to in support of LGBTQ+ families
2019-07-01,P&G Supports Local Cincinnati Organizations as Presenting ...
2019-07-01,P&G donates $529K for women's soccer bonus - Bizwomen
2019-07-01,"P&G probiotic supplements reportedly counterfeited, sold by Amazon"
2019-07-01,P&G repositions 'naff' Daz from housewife to hipster
2019-07-01,Procter & Gamble Investors Brace for a Conservative 2020 Outlook
2019-07-01,LÃ¢?ÂOrÃÂ©al inks deal to use P&G technology
2019-07-01,P&G's digital media & partnerships head Craig Stimmel ...
2019-07-01,L'OrÃÂ©al to use P&G patented technology for plastic packaging ...
2019-07-01,P&G launching 'smart diapers' with help from Google
2019-07-01,Procter & Gamble beats expectations with quarterly revenue ...
2019-08-01,"P&G slashes ad spend by $350m after cutting 'waste', agency ..."
2019-08-01,"MSL adds Swiffer, Mr. Clean to its P&G portfolio"
2019-08-01,P&G boosts CEO David TaylorÃ¢?Âs compensation by $3M
2019-08-01,"P&GÃ¢?Âs chief financial officer, other top executives get big pay raises"
2019-08-01,P&G slashes adspend by $350m after cutting 'waste' and ...
2019-08-01,P&G cuts annual ad spend by $350M as it targets 'smart audiences'
2019-08-01,P&G rolls out new formula for Crest
2019-08-01,"Fifth Third, MacyÃ¢?Âs, P&G execs named to list of most influential women in corporate America"
2019-08-01,The Power Of Purpose: How Virginie Helias And P&G Are Making Sustainability 'Irresistible'
2019-08-01,"P&G 2019 Annual Report Details Strategic Choices, Strong ..."
2019-08-01,P&G begins selling first razor for people who canÃ¢?Ât shave themselves
2019-08-01,Former P&G CEO John Pepper: When will Republicans stop Trump's 'meanness and cruelty and lying?'
2019-08-01,Former P&G brand manager hired as CEO of Papa JohnÃ¢?Âs
2019-08-01,P&G creates comic book superheroes for Ã¢?ÂCurl PowerÃ¢?Â ad campaign
2019-08-01,P&G boosts global employment
2019-08-01,"What's Procter & Gamble Doing Right? Essentially, Everything."
2019-08-01,'Icon' Procter & Gamble celebrates 50 years in Cenla
2019-08-01,P&G launches ad campaign featuring NFLÃ¢?Âs top QB
2019-08-01,Ex-P&G execs to run agencies spun off from Blue Focus
2019-08-01,P&G executive snapped up by Snapchat
2019-08-01,"Tasty burgers, sandwiches and salads are served fast, friendly at P&G Burgers in Colton"
2019-08-01,Photo gallery: Procter & Gamble through the years (8/23/19)
2019-08-01,P&G nears completion of major R&D center expansion
2019-08-01,"Motilal neutral on P&G Hygiene and Healthcare, target price Rs 9,880"
2019-08-01,Procter & Gamble's return to sales growth boosts pay for top executives
2019-08-01,P&G executives: Best still to come at Alexandria plant
2019-08-01,"Maisonette, P&G veteran tapped as CEO of restaurant group"
2019-08-01,P&G's digital media & partnerships head Craig Stimmel ...
2019-08-01,Delta adds Procter & Gamble CEO to its board of directors
2019-08-01,P&G veteran tapped as marketing chief of beverage retailer
2019-08-01,P&G faces criticism for buying palm oil allegedly linked to forced labor
2019-08-01,Procter & Gamble beats expectations with quarterly revenue ...
2019-08-01,Procter & Gamble blames slumping Gillette razor sales on popularity of BEARDS among millennials
2019-08-01,Mason firm led by P&G alum launches plant-based baby care line at Walmart
2019-08-01,"P&G ropes in 3 startups to drive automation at Ariel, Tide, PampersÃ¢?Â Hyderabad facility"
2019-08-01,Local News: P&G Cape Girardeau facility marked many milestones (8/24/19)
2019-08-01,"Former P&G CEO calls Trump Ã¢?ÂmeanÃ¢?Â and Ã¢?Âcruel,Ã¢?Â renounces GOP"
2019-08-01,Former P&G brand manager hired as president of upscale skin care firm
2019-08-01,Is Home Care Segment Revenue Driving P&G's Total ...
2019-08-01,IN BRIEF: P&G hit with copyright case over whistle in Old Spice ads
2019-08-01,P&G hosts first-ever recruitment camp - Cincinnati Business ...
2019-08-01,"Gillette, McDonald's, Coca-Cola: 5 things that mattered this ..."
2019-08-01,P&G Adds New Febreze Product - HAPPI
2019-08-01,"P&G supplier responds to allegations of human trafficking, forced labor"
2019-08-01,P&G veteran tapped for C-suite of international restaurant supplier
2019-08-01,Procter & Gamble lathers up pension fund with $178 million ...
2019-08-01,Here's Why Procter & Gamble is a Hot Investment Pick Now
2019-09-01,"Nestle, P&G say they will miss 2020 deforestation goals"
2019-09-01,P&G Fabric Care announces significant increase of post ...
2019-09-01,Is NatGeo and P&G's 'Activate' series a new marketing model?
2019-09-01,P&G to invest in new detergent pods factory in Romania by 2021
2019-09-01,P&G sells iconic brand to Cincinnati startup in multimillion-dollar deal
2019-09-01,Trian and P&G highlight activist-corporate collaboration after 'fog of war'
2019-09-01,2 P&G executives among 50 most powerful women on Fortune list
2019-09-01,P&G launches TV series focused on changing the world
2019-09-01,P&G Takes Tide to the Cleaners
2019-09-01,"P&G CEO Taylor, activist investor Peltz laugh off proxy battle as stock soars"
2019-09-01,P&G buying thousands of tickets to boost womenÃ¢?Âs soccer
2019-09-01,Ã¢?ÂBrands start DTCÃ¢?Â: Inside Procter & GambleÃ¢?Âs startup brand studio P&G Ventures
2019-09-01,Procter & Gamble to Open Smart Lab at University of Illinois at ...
2019-09-01,"P&G launches premium product, signs actress as spokeswoman"
2019-09-01,Finalist interviews: P&G discusses sustainable design in ...
2019-09-01,P&G opens Smart Lab to speed product R&D
2019-09-01,MediaCom confirms Frances Ralston-Good as global account ...
2019-09-01,Where Will Procter & Gamble Be in 10 Years?
2019-09-01,CBJ Report: P&G revisiting its relocation plans
2019-09-01,"Woman Dead, Another Injured in Shooting Near Procter & Gamble Distribution Center in Moreno Valley; Suspect in Custody"
2019-09-01,'We're doing it for the next generation': P&G ads on racial ...
2019-09-01,"Ladies, Meet The P&G Executive Who Wants to Accelerate Your Startup"
2019-09-01,Procter & Gamble's Damon Jones stars in Nat Geo's 'Activate ...
2019-09-01,P&G moves away from ads and toward TV shows that go way beyond product placement
2019-09-01,P&G Named EPA 2019 Safer Choice Partner of the Year
2019-09-01,Former P&G manager hired as CEO of coffee firm
2019-09-01,Nonprofit led by former P&G executive opens Greater Cincinnati tool library
2019-09-01,"Dr. Frank Gerberick, Procter & Gamble Product Safety Veteran ..."
2019-09-01,P&G joins labelling scheme to bin confusing recycling ...
2019-09-01,P&G Named 2019 Safer Choice Partner Of The Year
2019-09-01,Former P&G exec was stranded for 5 days after 9/11. But his story is far from tragic
2019-09-01,How P&G's 'The Look' continues to spark conversations about ...
2019-09-01,P&G launches Snowberry skincare into worldwide travel retail ...
2019-09-01,Procter & Gamble joins OPRL Scheme - letsrecycle.com
2019-09-01,P&G's Marc Pritchard: 'Even after almost 40 years in marketing ...
2019-09-01,Why Has Procter & Gamble's Stock Grown 1.5x In The Past ...
2019-09-01,Former P&G executive to help guide big data firm
2019-09-01,P&G manager to paddleboard 57 miles nonstop
2019-09-01,Former P&G manager tapped as president of Express apparel
2019-09-01,P&G and Nestle Won't Meet Their 2020 Deforestation Goals
2019-09-01,"P&G, National Geographic launch TV series - Bizwomen"
2019-09-01,PureCycle transforms waste carpet into ultra-pure recycled ...
2019-09-01,Woman Killed In Shooting Outside Proctor & Gamble Facility In Moreno Valley
2019-09-01,New Venture
2019-09-01,Procter & Gamble And PureCycle Collaborate On Polypropylene Recycling Process
